[exp1_alpha0.0_seed0] round=1 alpha=0.0 cids=[11551278175564718223, 11834358558875259677, 14787676004526398100, 17033066580346605122] num_examples=[199, 30, 85, 172] normalized_weights=[0.25, 0.25, 0.25, 0.25]
[exp5_epsnoDP_seed1] round=19 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=20 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed2] round=1 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=2 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=3 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=4 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=5 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=6 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=7 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=8 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=9 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=10 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=11 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=12 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=13 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=14 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=15 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=16 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=17 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=18 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=19 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_epsnoDP_seed2] round=20 alpha=1.0 cids=[160152603205088144, 700008931652148408, 8527786048418594825, 9501124777267001726] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
